CustomerID,Age,Gender,City,Product,Category,Quantity,Price,PurchaseDate
59,69,Male,Missouri,Hoodie,Clothing,4,54,2026-02-28
60,63,Male,Louisiana,Belt,Accessories,5,79,2026-03-01
61,50,Male,Idaho,Sweater,Clothing,1,37,2026-03-02
62,55,Male,Texas,Scarf,Accessories,2,68,2026-03-03
63,30,Male,Mississippi,Sneakers,Footwear,3,21,2026-03-04
64,33,Male,Arizona,Sunglasses,Accessories,4,79,2026-03-05
65,65,Male,Alabama,Boots,Footwear,5,83,2026-03-06
66,65,Male,New Jersey,Backpack,Accessories,1,36,2026-03-07
67,31,Male,Pennsylvania,Blouse,Clothing,2,94,2026-03-08
68,45,Male,Connecticut,Coat,Outerwear,3,33,2026-03-09
69,57,Male,Utah,Handbag,Accessories,4,46,2026-03-10
70,48,Male,Tennessee,Belt,Accessories,5,70,2026-03-11
71,22,Male,Alabama,Belt,Accessories,1,29,2026-03-12
72,36,Male,Virginia,Dress,Clothing,2,48,2026-03-13
73,18,Male,Georgia,Dress,Clothing,3,26,2026-03-14
74,48,Male,Hawaii,Pants,Clothing,4,85,2026-03-15
75,49,Male,Indiana,Gloves,Accessories,5,58,2026-03-16
76,64,Male,Utah,Scarf,Accessories,1,85,2026-03-17
77,50,Male,Delaware,Hat,Accessories,2,43,2026-03-18
78,22,Male,Delaware,Dress,Clothing,3,53,2026-03-19
79,50,Male,Nebraska,Skirt,Clothing,4,91,2026-03-20
80,38,Male,Iowa,Jacket,Outerwear,5,96,2026-03-21
81,19,Male,New York,Sandals,Footwear,1,72,2026-03-22
82,67,Male,Virginia,Shoes,Footwear,2,96,2026-03-23
83,19,Male,Georgia,Pants,Clothing,3,28,2026-03-24
84,36,Male,Texas,Dress,Clothing,4,40,2026-03-25
85,52,Male,Arizona,Coat,Outerwear,5,32,2026-03-26
86,53,Male,New Mexico,Sunglasses,Accessories,1,95,2026-03-27
87,24,Male,Nevada,Hoodie,Clothing,2,41,2026-03-28
88,52,Male,Ohio,Shoes,Footwear,3,53,2026-03-29
89,33,Male,Wyoming,T-shirt,Clothing,4,47,2026-03-30
90,47,Male,California,Jacket,Outerwear,5,83,2026-03-31
91,25,Male,South Carolina,Hat,Accessories,1,48,2026-01-01
92,44,Male,South Carolina,Scarf,Accessories,2,99,2026-01-02
93,61,Male,Texas,Jacket,Outerwear,3,87,2026-01-03
94,37,Male,Florida,Sweater,Clothing,4,62,2026-01-04
95,58,Male,Nevada,Skirt,Clothing,5,76,2026-01-05
96,37,Male,Missouri,Sneakers,Footwear,1,100,2026-01-06
97,32,Male,Delaware,Gloves,Accessories,2,73,2026-01-07
98,21,Male,Virginia,Shoes,Footwear,3,92,2026-01-08
99,20,Male,New York,Jeans,Clothing,4,67,2026-01-09
100,26,Male,Missouri,Hoodie,Clothing,5,40,2026-01-10
101,62,Male,South Dakota,Sunglasses,Accessories,1,98,2026-01-11
102,27,Male,North Dakota,Coat,Outerwear,2,85,2026-01-12
103,51,Male,Oklahoma,Socks,Clothing,3,67,2026-01-13
104,54,Male,West Virginia,Boots,Footwear,4,89,2026-01-14
105,55,Male,New Hampshire,Sunglasses,Accessories,5,24,2026-01-15
106,69,Male,New York,Backpack,Accessories,1,96,2026-01-16
107,64,Male,Minnesota,Jacket,Outerwear,2,35,2026-01-17
108,28,Male,Maryland,Sneakers,Footwear,3,67,2026-01-18
109,70,Male,Montana,Socks,Clothing,4,79,2026-01-19
110,58,Male,Alabama,T-shirt,Clothing,5,85,2026-01-20
111,56,Male,New York,Backpack,Accessories,1,26,2026-01-21
112,26,Male,Massachusetts,Belt,Accessories,2,75,2026-01-22
113,37,Male,Florida,Gloves,Accessories,3,65,2026-01-23
114,44,Male,New Jersey,Hat,Accessories,4,54,2026-01-24
115,70,Male,Massachusetts,Coat,Outerwear,5,95,2026-01-25
116,53,Male,Wyoming,Skirt,Clothing,1,94,2026-01-26
117,55,Male,Virginia,Shoes,Footwear,2,86,2026-01-27
118,50,Male,South Dakota,Sandals,Footwear,3,32,2026-01-28
119,50,Male,Kentucky,Sweater,Clothing,4,45,2026-01-29
120,38,Male,Wyoming,Coat,Outerwear,5,76,2026-01-30
121,64,Male,West Virginia,Hat,Accessories,1,84,2026-01-31
122,19,Male,Virginia,Shorts,Clothing,2,72,2026-02-01
123,40,Male,Washington,Backpack,Accessories,3,40,2026-02-02
124,57,Male,Louisiana,Sweater,Clothing,4,89,2026-02-03
125,44,Male,Nevada,Sweater,Clothing,5,86,2026-02-04
126,49,Male,California,Shorts,Clothing,1,54,2026-02-05
127,43,Male,Mississippi,Shorts,Clothing,2,36,2026-02-06
128,24,Male,Mississippi,Sweater,Clothing,3,89,2026-02-07
129,20,Male,California,Scarf,Accessories,4,32,2026-02-08
130,24,Male,Pennsylvania,Dress,Clothing,5,67,2026-02-09
131,44,Male,Kentucky,Scarf,Accessories,1,39,2026-02-10
132,28,Male,Maine,Skirt,Clothing,2,29,2026-02-11
133,30,Male,New Mexico,Backpack,Accessories,3,58,2026-02-12
134,52,Male,Montana,Sweater,Clothing,4,65,2026-02-13
135,43,Male,Texas,Hat,Accessories,5,94,2026-02-14
136,43,Male,Kansas,Sandals,Footwear,1,81,2026-02-15
137,39,Male,South Carolina,Blouse,Clothing,2,86,2026-02-16
138,68,Male,Colorado,Sneakers,Footwear,3,43,2026-02-17
139,68,Male,Georgia,Skirt,Clothing,4,29,2026-02-18
140,49,Male,Florida,Coat,Outerwear,5,95,2026-02-19
141,63,Male,North Carolina,Shirt,Clothing,1,28,2026-02-20
142,56,Male,Virginia,Gloves,Accessories,2,46,2026-02-21
143,37,Male,Nebraska,Jacket,Outerwear,3,58,2026-02-22
144,30,Male,Missouri,Coat,Outerwear,4,48,2026-02-23
145,19,Male,New Jersey,Shoes,Footwear,5,43,2026-02-24
146,24,Male,Missouri,Jewelry,Accessories,1,95,2026-02-25
147,52,Male,Colorado,Skirt,Clothing,2,30,2026-02-26
148,63,Male,Idaho,Shoes,Footwear,3,64,2026-02-27
149,37,Male,Wyoming,Gloves,Accessories,4,90,2026-02-28
150,38,Male,Delaware,Pants,Clothing,5,76,2026-03-01
151,35,Male,California,Boots,Footwear,1,96,2026-03-02
152,28,Male,North Dakota,Sunglasses,Accessories,2,47,2026-03-03
153,30,Male,South Carolina,Shirt,Clothing,3,85,2026-03-04
154,69,Male,North Carolina,Hoodie,Clothing,4,55,2026-03-05
155,41,Male,Oklahoma,Dress,Clothing,5,98,2026-03-06
156,63,Male,Maine,Socks,Clothing,1,77,2026-03-07
157,35,Male,Missouri,Shorts,Clothing,2,26,2026-03-08
158,36,Male,Vermont,Hat,Accessories,3,68,2026-03-09
159,25,Male,Connecticut,Shirt,Clothing,4,73,2026-03-10
160,58,Male,New Hampshire,Gloves,Accessories,5,27,2026-03-11
161,27,Male,Texas,Gloves,Accessories,1,23,2026-03-12
162,65,Male,North Dakota,Backpack,Accessories,2,49,2026-03-13
163,54,Male,California,Sunglasses,Accessories,3,74,2026-03-14
164,54,Male,Virginia,Skirt,Clothing,4,67,2026-03-15
165,59,Male,Delaware,Handbag,Accessories,5,65,2026-03-16
166,42,Male,Kentucky,Handbag,Accessories,1,60,2026-03-17
167,46,Male,Delaware,Sneakers,Footwear,2,31,2026-03-18
168,33,Male,Arkansas,Gloves,Accessories,3,27,2026-03-19
169,34,Male,Louisiana,Shoes,Footwear,4,80,2026-03-20
170,27,Male,Nevada,Jacket,Outerwear,5,30,2026-03-21
171,52,Male,Wyoming,Shirt,Clothing,1,25,2026-03-22
172,29,Male,Virginia,Shorts,Clothing,2,35,2026-03-23
173,54,Male,Nebraska,Jewelry,Accessories,3,67,2026-03-24
174,25,Male,Hawaii,Hat,Accessories,4,46,2026-03-25
175,41,Male,Vermont,Shoes,Footwear,5,35,2026-03-26
176,53,Male,Oklahoma,Coat,Outerwear,1,86,2026-03-27
177,53,Male,New Hampshire,Backpack,Accessories,2,81,2026-03-28
178,21,Male,Kansas,Hoodie,Clothing,3,42,2026-03-29
179,61,Male,Idaho,Skirt,Clothing,4,43,2026-03-30
180,64,Male,Illinois,Boots,Footwear,5,31,2026-03-31
181,51,Male,South Dakota,Sandals,Footwear,1,81,2026-01-01
182,32,Male,Massachusetts,Pants,Clothing,2,61,2026-01-02
183,38,Male,Alabama,Gloves,Accessories,3,96,2026-01-03
184,58,Male,Ohio,Skirt,Clothing,4,29,2026-01-04
185,32,Male,Hawaii,Sneakers,Footwear,5,33,2026-01-05
186,46,Male,Wisconsin,T-shirt,Clothing,1,32,2026-01-06
187,39,Male,Minnesota,Backpack,Accessories,2,56,2026-01-07
188,19,Male,Georgia,Shoes,Footwear,3,94,2026-01-08
189,50,Male,Arkansas,Hoodie,Clothing,4,53,2026-01-09
190,36,Male,West Virginia,Blouse,Clothing,5,82,2026-01-10
191,65,Male,Indiana,Coat,Outerwear,1,70,2026-01-11
192,64,Male,Utah,Hat,Accessories,2,76,2026-01-12
193,46,Male,Nebraska,Shoes,Footwear,3,29,2026-01-13
194,36,Male,North Dakota,Belt,Accessories,4,100,2026-01-14
195,51,Male,Missouri,Backpack,Accessories,5,94,2026-01-15
196,51,Male,New York,Jacket,Outerwear,1,25,2026-01-16
197,38,Male,Washington,Boots,Footwear,2,88,2026-01-17
198,59,Male,South Carolina,Scarf,Accessories,3,78,2026-01-18
199,57,Male,Utah,Jewelry,Accessories,4,45,2026-01-19
200,54,Male,Idaho,Hat,Accessories,5,73,2026-01-20
201,25,Male,Pennsylvania,Dress,Clothing,1,61,2026-01-21
202,69,Male,Missouri,Blouse,Clothing,2,22,2026-01-22
203,57,Male,Nebraska,Hat,Accessories,3,38,2026-01-23
204,70,Male,Indiana,Scarf,Accessories,4,38,2026-01-24
205,24,Male,Arizona,Sneakers,Footwear,5,100,2026-01-25
206,67,Male,Hawaii,Shirt,Clothing,1,64,2026-01-26
207,24,Male,Wisconsin,T-shirt,Clothing,2,55,2026-01-27
208,62,Male,Rhode Island,Gloves,Accessories,3,91,2026-01-28
209,57,Male,Wisconsin,Skirt,Clothing,4,38,2026-01-29
210,55,Male,Minnesota,Sandals,Footwear,5,97,2026-01-30
211,45,Male,Vermont,Jacket,Outerwear,1,22,2026-01-31
212,69,Male,South Dakota,Skirt,Clothing,2,92,2026-02-01
213,67,Male,Virginia,Handbag,Accessories,3,84,2026-02-02
214,30,Male,Nevada,Handbag,Accessories,4,93,2026-02-03
215,24,Male,Hawaii,Jacket,Outerwear,5,50,2026-02-04
216,62,Male,New Jersey,Scarf,Accessories,1,64,2026-02-05
217,43,Male,Massachusetts,Shorts,Clothing,2,61,2026-02-06
218,35,Male,Oklahoma,Sunglasses,Accessories,3,48,2026-02-07
219,28,Male,California,T-shirt,Clothing,4,45,2026-02-08
220,32,Male,Nevada,Belt,Accessories,5,88,2026-02-09
221,39,Male,Arizona,Sneakers,Footwear,1,57,2026-02-10
222,28,Male,North Carolina,Hat,Accessories,2,68,2026-02-11
223,47,Male,New York,Gloves,Accessories,3,94,2026-02-12
224,20,Male,Wyoming,Pants,Clothing,4,41,2026-02-13
225,63,Male,South Dakota,Socks,Clothing,5,83,2026-02-14
226,25,Male,Arkansas,Jacket,Outerwear,1,22,2026-02-15
227,29,Male,Texas,Shoes,Footwear,2,74,2026-02-16
228,50,Male,Rhode Island,Jeans,Clothing,3,90,2026-02-17
229,18,Male,New Hampshire,Socks,Clothing,4,79,2026-02-18
230,70,Male,Ohio,Sandals,Footwear,5,28,2026-02-19
231,66,Male,Utah,Scarf,Accessories,1,88,2026-02-20
232,28,Male,Tennessee,Blouse,Clothing,2,26,2026-02-21
233,54,Male,Hawaii,Jewelry,Accessories,3,27,2026-02-22
234,19,Male,Arizona,Sweater,Clothing,4,83,2026-02-23
235,20,Male,South Dakota,Gloves,Accessories,5,39,2026-02-24
236,43,Male,New Jersey,Sunglasses,Accessories,1,89,2026-02-25
237,38,Male,North Dakota,Coat,Outerwear,2,68,2026-02-26
238,50,Male,Iowa,Dress,Clothing,3,90,2026-02-27
239,64,Male,Ohio,Skirt,Clothing,4,34,2026-02-28
240,49,Male,Vermont,Pants,Clothing,5,51,2026-03-01
241,47,Male,Montana,Sweater,Clothing,1,45,2026-03-02
242,36,Male,Delaware,Hoodie,Clothing,2,88,2026-03-03
243,55,Male,New York,Coat,Outerwear,3,85,2026-03-04
244,25,Male,Kentucky,Jewelry,Accessories,4,100,2026-03-05
245,53,Male,Oregon,Belt,Accessories,5,42,2026-03-06
246,49,Male,Rhode Island,Sandals,Footwear,1,53,2026-03-07
247,35,Male,Nevada,Sunglasses,Accessories,2,86,2026-03-08
248,29,Male,Montana,Sweater,Clothing,3,66,2026-03-09
249,47,Male,Pennsylvania,Belt,Accessories,4,100,2026-03-10
250,53,Male,Alaska,Handbag,Accessories,5,47,2026-03-11
251,33,Male,Mississippi,Skirt,Clothing,1,25,2026-03-12
252,21,Male,Wyoming,Handbag,Accessories,2,51,2026-03-13
253,32,Male,Delaware,Shorts,Clothing,3,41,2026-03-14
254,52,Male,Oklahoma,Boots,Footwear,4,73,2026-03-15
255,67,Male,Indiana,Sunglasses,Accessories,5,42,2026-03-16
256,43,Male,Maryland,Scarf,Accessories,1,20,2026-03-17
257,58,Male,South Dakota,Jewelry,Accessories,2,30,2026-03-18
258,20,Male,West Virginia,Handbag,Accessories,3,53,2026-03-19
259,61,Male,Alabama,Gloves,Accessories,4,74,2026-03-20
260,32,Male,Louisiana,Jeans,Clothing,5,57,2026-03-21
261,38,Male,Montana,Hat,Accessories,1,57,2026-03-22
262,21,Male,California,Jeans,Clothing,2,77,2026-03-23
263,37,Male,Hawaii,Pants,Clothing,3,40,2026-03-24
264,27,Male,Iowa,Shorts,Clothing,4,46,2026-03-25
265,36,Male,Colorado,Pants,Clothing,5,78,2026-03-26
266,32,Male,Michigan,Backpack,Accessories,1,59,2026-03-27
267,51,Male,Louisiana,Jewelry,Accessories,2,75,2026-03-28
268,64,Male,Maryland,Sweater,Clothing,3,54,2026-03-29
269,68,Male,Georgia,Shoes,Footwear,4,42,2026-03-30
270,68,Male,Georgia,Blouse,Clothing,5,44,2026-03-31
271,33,Male,North Dakota,Jeans,Clothing,1,52,2026-01-01
272,65,Male,Maryland,Sunglasses,Accessories,2,69,2026-01-02
273,48,Male,Oregon,Jewelry,Accessories,3,26,2026-01-03
274,69,Male,North Dakota,Coat,Outerwear,4,33,2026-01-04
275,59,Male,Maryland,Jewelry,Accessories,5,32,2026-01-05
276,48,Male,Virginia,Backpack,Accessories,1,85,2026-01-06
277,25,Male,South Dakota,Skirt,Clothing,2,30,2026-01-07
278,29,Male,Georgia,Shirt,Clothing,3,29,2026-01-08
279,57,Male,Hawaii,Sweater,Clothing,4,95,2026-01-09
280,23,Male,Arkansas,Sneakers,Footwear,5,69,2026-01-10
281,45,Male,Montana,Sandals,Footwear,1,69,2026-01-11
282,38,Male,Oklahoma,Belt,Accessories,2,61,2026-01-12
283,21,Male,Minnesota,Skirt,Clothing,3,94,2026-01-13
284,32,Male,Montana,Sweater,Clothing,4,30,2026-01-14
285,63,Male,Ohio,Skirt,Clothing,5,45,2026-01-15
286,29,Male,Kentucky,Handbag,Accessories,1,39,2026-01-16
287,27,Male,Nebraska,Jewelry,Accessories,2,51,2026-01-17
288,56,Male,Delaware,Scarf,Accessories,3,37,2026-01-18
289,30,Male,North Carolina,T-shirt,Clothing,4,62,2026-01-19
290,49,Male,New York,Coat,Outerwear,5,85,2026-01-20
291,58,Male,Colorado,T-shirt,Clothing,1,33,2026-01-21
292,57,Male,Delaware,Dress,Clothing,2,26,2026-01-22
293,60,Male,Utah,Shoes,Footwear,3,99,2026-01-23
294,69,Male,Connecticut,Handbag,Accessories,4,39,2026-01-24
295,70,Male,New Jersey,Skirt,Clothing,5,20,2026-01-25
296,53,Male,West Virginia,Sunglasses,Accessories,1,42,2026-01-26
297,25,Male,Indiana,Sandals,Footwear,2,74,2026-01-27
298,48,Male,Delaware,Shoes,Footwear,3,26,2026-01-28
299,69,Male,Maryland,T-shirt,Clothing,4,53,2026-01-29
300,25,Male,Pennsylvania,Sneakers,Footwear,5,80,2026-01-30
301,29,Male,Iowa,Hat,Accessories,1,98,2026-01-31
302,46,Male,Pennsylvania,Skirt,Clothing,2,95,2026-02-01
303,37,Male,Delaware,Sweater,Clothing,3,44,2026-02-02
304,20,Male,Oregon,Sandals,Footwear,4,60,2026-02-03
305,40,Male,Oregon,Dress,Clothing,5,84,2026-02-04
306,60,Male,Utah,Sweater,Clothing,1,59,2026-02-05
307,26,Male,North Dakota,Jacket,Outerwear,2,49,2026-02-06
308,29,Male,Florida,Gloves,Accessories,3,32,2026-02-07
309,66,Male,Maryland,Handbag,Accessories,4,29,2026-02-08
310,66,Male,Minnesota,Dress,Clothing,5,22,2026-02-09
311,56,Male,Montana,Pants,Clothing,1,85,2026-02-10
312,69,Male,Rhode Island,Jeans,Clothing,2,52,2026-02-11
313,38,Male,Massachusetts,Pants,Clothing,3,89,2026-02-12
314,42,Male,Vermont,Dress,Clothing,4,77,2026-02-13
315,30,Male,New Jersey,Pants,Clothing,5,24,2026-02-14
316,66,Male,Wisconsin,Jewelry,Accessories,1,24,2026-02-15
317,36,Male,California,Handbag,Accessories,2,22,2026-02-16
318,58,Male,West Virginia,Sweater,Clothing,3,82,2026-02-17
319,45,Male,South Dakota,Backpack,Accessories,4,67,2026-02-18
320,47,Male,Maine,Shorts,Clothing,5,74,2026-02-19
321,66,Male,Kansas,Jewelry,Accessories,1,72,2026-02-20
322,41,Male,Vermont,Sneakers,Footwear,2,36,2026-02-21
323,41,Male,Tennessee,Belt,Accessories,3,95,2026-02-22
324,66,Male,Tennessee,Hoodie,Clothing,4,78,2026-02-23
325,37,Male,Wyoming,Shirt,Clothing,5,82,2026-02-24
326,70,Male,Vermont,Pants,Clothing,1,70,2026-02-25
327,62,Male,New Jersey,Scarf,Accessories,2,41,2026-02-26
328,61,Male,Iowa,Coat,Outerwear,3,42,2026-02-27
329,48,Male,Florida,Coat,Outerwear,4,50,2026-02-28
330,70,Male,Nevada,Socks,Clothing,5,31,2026-03-01
331,46,Male,North Dakota,Sweater,Clothing,1,51,2026-03-02
332,31,Male,Florida,Shirt,Clothing,2,98,2026-03-03
333,19,Male,New York,Shirt,Clothing,3,86,2026-03-04
334,39,Male,Alaska,Sweater,Clothing,4,64,2026-03-05
335,41,Male,Kansas,Blouse,Clothing,5,46,2026-03-06
336,20,Male,Oregon,Sweater,Clothing,1,85,2026-03-07
337,36,Male,Rhode Island,Hat,Accessories,2,81,2026-03-08
338,32,Male,New Mexico,Sweater,Clothing,3,59,2026-03-09
339,69,Male,Massachusetts,Hoodie,Clothing,4,79,2026-03-10
340,40,Male,Pennsylvania,Shorts,Clothing,5,33,2026-03-11
341,40,Male,New Jersey,Shorts,Clothing,1,47,2026-03-12
342,20,Male,Utah,Hat,Accessories,2,20,2026-03-13
343,64,Male,Kentucky,Coat,Outerwear,3,36,2026-03-14
344,27,Male,Nebraska,Sandals,Footwear,4,39,2026-03-15
345,24,Male,Virginia,Skirt,Clothing,5,71,2026-03-16
346,48,Male,Wyoming,Shoes,Footwear,1,59,2026-03-17
347,49,Male,New Mexico,Jeans,Clothing,2,50,2026-03-18
348,36,Male,Oregon,Sandals,Footwear,3,41,2026-03-19
349,56,Male,South Carolina,Blouse,Clothing,4,59,2026-03-20
350,37,Male,Arizona,Hat,Accessories,5,87,2026-03-21
351,42,Male,Kentucky,Sweater,Clothing,1,68,2026-03-22
352,28,Male,New York,Skirt,Clothing,2,90,2026-03-23
353,27,Male,Texas,Jeans,Clothing,3,71,2026-03-24
354,63,Male,Missouri,Sneakers,Footwear,4,64,2026-03-25
355,58,Male,Pennsylvania,Jewelry,Accessories,5,76,2026-03-26
356,37,Male,Oregon,Jewelry,Accessories,1,42,2026-03-27
357,56,Male,Nevada,Pants,Clothing,2,80,2026-03-28
358,18,Male,Arkansas,Belt,Accessories,3,56,2026-03-29
359,48,Male,Minnesota,Hat,Accessories,4,25,2026-03-30
360,31,Male,Georgia,Sneakers,Footwear,5,74,2026-03-31
361,51,Male,Rhode Island,Pants,Clothing,1,30,2026-01-01
362,65,Male,Nevada,T-shirt,Clothing,2,96,2026-01-02
363,53,Male,Texas,Sneakers,Footwear,3,64,2026-01-03
364,55,Male,Florida,Shorts,Clothing,4,88,2026-01-04
365,62,Male,North Dakota,Shoes,Footwear,5,88,2026-01-05
366,55,Male,West Virginia,Gloves,Accessories,1,88,2026-01-06
367,64,Male,Nebraska,Socks,Clothing,2,36,2026-01-07
368,52,Male,Tennessee,Dress,Clothing,3,40,2026-01-08
369,24,Male,Oklahoma,Handbag,Accessories,4,39,2026-01-09
370,38,Male,Wisconsin,Belt,Accessories,5,40,2026-01-10
371,59,Male,Oregon,Scarf,Accessories,1,34,2026-01-11
372,27,Male,North Carolina,Sneakers,Footwear,2,83,2026-01-12
373,24,Male,Pennsylvania,Sweater,Clothing,3,85,2026-01-13
374,23,Male,North Dakota,Coat,Outerwear,4,27,2026-01-14
375,69,Male,Ohio,Jewelry,Accessories,5,78,2026-01-15
376,59,Male,Oklahoma,Sunglasses,Accessories,1,32,2026-01-16
377,51,Male,South Carolina,Shoes,Footwear,2,51,2026-01-17
378,63,Male,Maine,Scarf,Accessories,3,32,2026-01-18
379,54,Male,Nevada,Dress,Clothing,4,62,2026-01-19
380,32,Male,Montana,T-shirt,Clothing,5,29,2026-01-20
381,39,Male,New Hampshire,Backpack,Accessories,1,69,2026-01-21
382,66,Male,Maine,Jewelry,Accessories,2,25,2026-01-22
383,28,Male,California,Jeans,Clothing,3,76,2026-01-23
384,50,Male,West Virginia,Sunglasses,Accessories,4,77,2026-01-24
385,70,Male,California,Sweater,Clothing,5,33,2026-01-25
386,67,Male,West Virginia,Shorts,Clothing,1,93,2026-01-26
387,64,Male,Louisiana,Jewelry,Accessories,2,39,2026-01-27
388,45,Male,Georgia,Coat,Outerwear,3,93,2026-01-28
389,22,Male,Washington,Handbag,Accessories,4,82,2026-01-29
390,27,Male,Virginia,Boots,Footwear,5,42,2026-01-30
391,25,Male,Indiana,Gloves,Accessories,1,71,2026-01-31
392,37,Male,Minnesota,Sweater,Clothing,2,86,2026-02-01
393,26,Male,Idaho,T-shirt,Clothing,3,82,2026-02-02
394,33,Male,Vermont,Shoes,Footwear,4,65,2026-02-03
395,43,Male,North Dakota,Scarf,Accessories,5,29,2026-02-04
396,37,Male,Rhode Island,Sneakers,Footwear,1,65,2026-02-05
397,46,Male,South Carolina,Dress,Clothing,2,88,2026-02-06
398,22,Male,Mississippi,Belt,Accessories,3,46,2026-02-07
399,20,Male,Montana,Boots,Footwear,4,67,2026-02-08
400,60,Male,Idaho,Scarf,Accessories,5,35,2026-02-09
401,39,Male,Utah,Boots,Footwear,1,66,2026-02-10
402,43,Male,Oklahoma,T-shirt,Clothing,2,91,2026-02-11
403,31,Male,California,Backpack,Accessories,3,78,2026-02-12
404,19,Male,Nevada,Sneakers,Footwear,4,45,2026-02-13
405,35,Male,Delaware,T-shirt,Clothing,5,93,2026-02-14
406,41,Male,South Carolina,Jeans,Clothing,1,74,2026-02-15
407,52,Male,Maryland,Gloves,Accessories,2,55,2026-02-16
408,45,Male,North Carolina,Hoodie,Clothing,3,76,2026-02-17
409,34,Male,Alabama,Sneakers,Footwear,4,66,2026-02-18
410,35,Male,Minnesota,Shorts,Clothing,5,51,2026-02-19
411,29,Male,Virginia,Sweater,Clothing,1,26,2026-02-20
412,59,Male,Michigan,Jeans,Clothing,2,29,2026-02-21
413,24,Male,Maine,Jacket,Outerwear,3,74,2026-02-22
414,70,Male,Nevada,Jewelry,Accessories,4,99,2026-02-23
415,29,Male,Wyoming,Backpack,Accessories,5,88,2026-02-24
416,67,Male,Connecticut,Coat,Outerwear,1,31,2026-02-25
